Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name
ENSGALG00000005667	9	5336966	5354172	1	UBE2G2
ENSGALG00000012968	3	48976571	48994506	-1	RMND1
ENSGALG00000051032	5	57843925	57843982	-1	
ENSGALG00000040017	27	7106164	7164078	1	THRA
ENSGALG00000032349	11	11518646	11547898	-1	CDH5
ENSGALG00000047241	5	57843821	57844120	-1	Metazoa_SRP
ENSGALG00000042492	4	57785050	57798938	1	PITX2
ENSGALG00000007115	10	17780255	17808686	1	ASB7
ENSGALG00000013041	2	78405510	78413636	-1	CCT5
ENSGALG00000026789	27	7103740	7104594	-1	
ENSGALG00000046261	26	23574	28720	1	
ENSGALG00000050539	33	6339683	6343077	-1	
ENSGALG00000040511	2	126722210	126739489	-1	MTERF3
ENSGALG00000040557	1	25367738	25492784	1	TFEC
ENSGALG00000054966	4	57233980	57234025	-1	
ENSGALG00000032783	9	5334604	5336762	1	SUMO3
ENSGALG00000008403	5	24007735	24135509	1	PHF21A
ENSGALG00000012966	3	48961177	48969226	-1	ZBTB2
ENSGALG00000005266	11	11463948	11501923	-1	BEAN1
ENSGALG00000037129	4	57218817	57223543	-1	FAM241A
ENSGALG00000053244	33	6338302	6341663	1	
ENSGALG00000003441	17	7080384	7087304	1	GTF3C5
ENSGALG00000013035	2	78379457	78388741	1	SBK2
ENSGALG00000022644	12	11908497	11924857	-1	
ENSGALG00000005314	19	8127011	8144977	1	APPBP2
ENSGALG00000016442	3	96516162	96521232	1	RRM2
ENSGALG00000020262	4	16483185	16488068	1	NKAPL
ENSGALG00000054799	1	55701731	55729543	-1	SPIC
ENSGALG00000004322	7	6622423	6635326	1	
ENSGALG00000004057	23	5743506	5747633	-1	HMGCL
ENSGALG00000036044	5	539900	553657	-1	
ENSGALG00000030406	22	459936	478794	-1	CDS2
ENSGALG00000036240	3	48927875	48943197	1	AKAP12
ENSGALG00000048138	11	11456935	11459727	-1	
ENSGALG00000054652	3	96496738	96496796	-1	gga-mir-12265
ENSGALG00000012587	7	36710535	36713993	1	NAA20
ENSGALG00000028807	4	57181658	57199844	-1	AP1AR
ENSGALG00000008611	4	16476509	16483164	-1	ZBTB33
ENSGALG00000040489	33	6332302	6336644	-1	
ENSGALG00000054835	5	537764	539146	-1	
ENSGALG00000035610	19	8099842	8120568	-1	PPM1D
ENSGALG00000013484	27	7093741	7098525	1	ZPBP2
ENSGALG00000006327	13	15919410	15932584	-1	FBXL21
ENSGALG00000042387	12	11896869	11901359	1	CRELD1
ENSGALG00000008393	5	23934630	23975322	-1	CREB3L1
ENSGALG00000012412	3	48743410	48879114	1	MTHFD1L
ENSGALG00000014804	Z	22015511	22053757	-1	THBS4
ENSGALG00000025785	5	23903250	23903359	-1	gga-mir-6706
ENSGALG00000054572	12	11892296	11893563	1	
ENSGALG00000051458	33	6319041	6321636	-1	
ENSGALG00000012076	4	57171233	57177054	1	TIFA
ENSGALG00000040173	5	534391	536046	-1	NDUFS8
ENSGALG00000016440	3	96486785	96494476	1	KLF11
ENSGALG00000034436	17	7073101	7078463	1	CEL
ENSGALG00000004047	23	5736095	5744336	-1	GALE
ENSGALG00000008604	4	16450062	16472364	1	TMEM255A
ENSGALG00000013481	27	7069465	7091251	-1	IKZF3
ENSGALG00000015267	1	85718934	85945887	-1	CMSS1
ENSGALG00000029319	2	126714498	126720504	-1	UQCRB
ENSGALG00000001962	28	2892258	2920771	1	PTBP1
ENSGALG00000012074	4	57133859	57167350	-1	ALPK1
ENSGALG00000005675	9	5328489	5334339	1	
ENSGALG00000036069	5	526897	533211	-1	TCIRG1
ENSGALG00000012395	3	48624389	48741485	1	PLEKHG1
ENSGALG00000053836	33	6309066	6315542	1	SIPA1
ENSGALG00000013033	2	78356447	78363091	1	
ENSGALG00000035901	2	126678752	126686707	-1	GDF6
ENSGALG00000007112	10	17767527	17779753	-1	LINS1
ENSGALG00000038767	5	524540	527691	1	
ENSGALG00000031797	12	11888869	11890055	1	JAGN1
ENSGALG00000027818	27	7063829	7066142	1	
ENSGALG00000031934	1	25316566	25342793	-1	TES
ENSGALG00000023742	7	6598427	6621152	1	AHR2
ENSGALG00000049566	2	66050821	66059961	-1	
ENSGALG00000054353	2	65962923	66004692	1	
ENSGALG00000041622	8	21872226	21880404	-1	
ENSGALG00000052332	8	21586154	21610010	1	
ENSGALG00000040153	8	21486247	21487425	1	
ENSGALG00000041228	8	21380392	21382596	-1	SELENOP2
ENSGALG00000041948	19	8356269	8375641	1	
ENSGALG00000052220	19	6909607	6916518	1	
ENSGALG00000042528	19	8380239	8387778	-1	
ENSGALG00000051444	3	51021839	51037612	-1	
ENSGALG00000036551	19	7761737	7767886	1	
ENSGALG00000049389	3	50900925	50919123	1	
ENSGALG00000049041	3	50704963	50714077	1	
ENSGALG00000030206	19	6919911	6923523	1	
ENSGALG00000053911	3	50380789	50392882	1	
ENSGALG00000051884	3	50106038	50120364	-1	
ENSGALG00000053975	7	1741653	1744563	1	
ENSGALG00000047740	3	49999068	50022591	-1	
ENSGALG00000048411	7	1639027	1671987	1	
ENSGALG00000049933	7	1612810	1629899	1	
ENSGALG00000053612	3	49819171	49825558	-1	
ENSGALG00000052294	3	49659103	49663144	-1	
ENSGALG00000049738	3	49625359	49630995	1	
ENSGALG00000053324	7	407132	415749	1	
ENSGALG00000053979	7	174437	187430	-1	
ENSGALG00000052996	5	4291786	4337571	-1	
ENSGALG00000047287	5	5103281	5115389	-1	
ENSGALG00000051971	5	4690124	4696884	-1	
ENSGALG00000048792	5	4280366	4288033	1	
ENSGALG00000029939	13	1719770	1740082	1	
ENSGALG00000052827	7	10509777	10512290	1	
ENSGALG00000051837	7	10434203	10435934	-1	
ENSGALG00000053336	5	51578196	51588642	1	
ENSGALG00000053401	5	50614362	50621038	-1	
ENSGALG00000048348	5	51620710	51638059	-1	
ENSGALG00000046935	4	67008581	67019033	1	
ENSGALG00000054591	5	51341198	51360711	1	
ENSGALG00000053209	5	51337488	51357291	-1	
ENSGALG00000049352	4	66860054	66911176	1	
ENSGALG00000054707	5	50885000	50893048	1	
ENSGALG00000054127	1	37568720	37584742	-1	
ENSGALG00000032125	5	50565840	50574531	1	
ENSGALG00000047615	1	36682571	36689506	1	
ENSGALG00000052678	1	36267023	36274987	1	
ENSGALG00000052436	3	64906690	65024830	1	
ENSGALG00000051562	2	52035577	52066214	-1	
ENSGALG00000053023	1	184441626	184449881	1	
ENSGALG00000053714	1	183838670	183871358	-1	
ENSGALG00000053727	12	1439297	1451789	-1	
ENSGALG00000053816	12	1411368	1414057	-1	
ENSGALG00000049841	1	111736243	111750238	1	
ENSGALG00000048176	12	775429	779855	1	
ENSGALG00000046802	12	673556	696335	1	
ENSGALG00000046005	12	1661500	1720511	-1	
ENSGALG00000048772	12	1521166	1522786	1	
ENSGALG00000052749	12	223413	284342	1	
ENSGALG00000049880	12	39305	71877	-1	
ENSGALG00000050874	2	26954047	27057169	1	
ENSGALG00000050643	12	12391461	12409596	1	
ENSGALG00000053842	3	9763611	9778935	1	
ENSGALG00000046970	3	8294485	8334316	1	
ENSGALG00000052238	10	20250983	20253809	-1	
ENSGALG00000054880	10	19882771	19886078	1	
ENSGALG00000044724	Z	36542619	36553848	1	
ENSGALG00000052942	1	20936798	20955280	1	
ENSGALG00000048447	1	20627885	20630505	-1	
ENSGALG00000044150	Z	27010393	27014192	1	
ENSGALG00000048083	Z	26234365	26249191	1	
ENSGALG00000047882	Z	25583672	25587032	1	
ENSGALG00000053558	3	16307991	16329891	-1	
ENSGALG00000052138	3	16916708	16931014	-1	
ENSGALG00000054552	3	15901530	15916581	-1	
ENSGALG00000053858	4	11036585	11041210	-1	
ENSGALG00000047564	4	10317502	10326143	-1	
ENSGALG00000047894	4	10001487	10006188	1	
ENSGALG00000030564	KZ626832.1	174748	184313	1	
ENSGALG00000036383	5	22946864	22966730	-1	
ENSGALG00000031645	KZ626832.1	10930	25349	-1	
ENSGALG00000051441	3	6377671	6469755	1	
ENSGALG00000050554	5	47399556	47422396	1	
ENSGALG00000050961	5	47599987	47642432	1	
ENSGALG00000046977	11	12544039	12643788	-1	
ENSGALG00000050987	4	90301046	90306706	-1	
ENSGALG00000051504	5	46277561	46284130	-1	
ENSGALG00000046775	5	46269779	46284119	1	
ENSGALG00000047451	4	90125517	90131299	1	
ENSGALG00000054627	5	45974134	45980107	-1	
ENSGALG00000049864	4	52929088	52964191	1	
ENSGALG00000034952	4	52447368	52481215	-1	
ENSGALG00000054461	4	52168201	52332950	1	
ENSGALG00000048305	AADN05001188.1	15248	21313	1	
ENSGALG00000048600	2	79144722	79146865	-1	
ENSGALG00000050585	2	79135400	79146865	1	
ENSGALG00000049679	2	78464573	78475125	1	
ENSGALG00000049468	2	78063409	78065754	1	
ENSGALG00000048541	3	13337922	13398122	-1	
ENSGALG00000051815	13	4901841	4933035	1	
ENSGALG00000047406	3	13222002	13237629	-1	
ENSGALG00000050642	3	13080326	13084502	1	
ENSGALG00000049967	3	12052996	12081940	1	
ENSGALG00000049688	3	33296418	33303568	-1	
ENSGALG00000052857	3	32627873	32639482	-1	
ENSGALG00000049606	3	33496106	33501478	-1	
ENSGALG00000050764	3	32761009	32768268	-1	
ENSGALG00000051215	2	11245223	11261292	-1	
ENSGALG00000043474	5	17730365	17758240	-1	
ENSGALG00000051988	5	17504459	17736745	1	
ENSGALG00000052290	5	17220542	17225094	-1	
ENSGALG00000030338	5	17218808	17224561	1	
ENSGALG00000051601	5	16375680	16398548	-1	
ENSGALG00000047791	5	16231907	16233392	-1	
ENSGALG00000053487	Z	64492806	64504860	-1	
ENSGALG00000045458	Z	63658906	63680592	1	
ENSGALG00000053579	Z	63242287	63270398	-1	
ENSGALG00000052875	3	86457497	86464063	-1	
ENSGALG00000046758	3	85805364	85814778	-1	
ENSGALG00000046845	1	29271689	29309461	-1	
ENSGALG00000048132	1	29129422	29142763	1	
ENSGALG00000054647	7	5018387	5021444	-1	
ENSGALG00000049457	7	4902010	4932176	-1	
ENSGALG00000047676	6	8766118	8772844	1	
ENSGALG00000050680	6	8784251	8820270	1	
ENSGALG00000053573	6	7939213	7980786	-1	
ENSGALG00000049418	1	159640462	159645688	-1	
ENSGALG00000042244	1	15461078	15478179	-1	
ENSGALG00000052547	1	156839861	156847758	1	
ENSGALG00000054115	1	83329534	83345138	1	
ENSGALG00000046884	1	156687936	156692141	1	
ENSGALG00000047435	1	82281479	82292366	-1	
ENSGALG00000035275	4	5346739	5428483	-1	
ENSGALG00000037349	4	4554679	4559547	1	
ENSGALG00000054941	1	7528773	7544745	-1	
ENSGALG00000052135	6	26608939	26613223	-1	
ENSGALG00000054979	2	148011145	148067153	1	
ENSGALG00000055119	Z	10790751	10793249	-1	
ENSGALG00000036635	2	149653922	149658321	1	
ENSGALG00000048141	6	25773135	25777354	1	
ENSGALG00000051138	2	149604839	149612006	1	
ENSGALG00000051920	6	29704046	29706391	-1	
ENSGALG00000051262	4	79882941	79893933	-1	
ENSGALG00000025571	7	6598381	6598466	-1	gga-mir-1845
ENSGALG00000005721	9	5304098	5318084	-1	DGKG
ENSGALG00000038269	5	514262	515368	1	
ENSGALG00000012068	4	57119098	57126545	1	
ENSGALG00000032828	12	11885120	11885762	1	
ENSGALG00000041249	5	509330	510343	-1	
ENSGALG00000007999	18	10717882	10723317	1	MRPS7
ENSGALG00000033295	1	25223560	25231414	-1	CAV2
ENSGALG00000035925	2	78327060	78338570	1	
ENSGALG00000014624	10	17723587	17767097	-1	CERS3
ENSGALG00000006323	13	15913091	15918063	1	LECT2
ENSGALG00000012584	7	36683241	36708553	1	MARCHF7
ENSGALG00000005295	19	7797174	8098869	-1	BCAS3
ENSGALG00000012392	3	48530510	48546549	1	IYD
ENSGALG00000003478	17	7053329	7062205	1	GFI1B
ENSGALG00000037228	5	505773	506771	-1	OR8D4
ENSGALG00000053876	12	11885084	11886882	1	
ENSGALG00000050394	4	57115081	57118698	1	
ENSGALG00000041575	3	48424046	48474322	1	PPP1R14C
ENSGALG00000043408	5	497608	498546	-1	OLFR4
ENSGALG00000002557	15	3354437	3473621	-1	ADGRD1
ENSGALG00000015263	1	85710579	85718966	-1	
ENSGALG00000008593	4	16441331	16448493	-1	ATP1B4
ENSGALG00000031583	5	491492	492426	1	
ENSGALG00000043287	1	25201248	25216271	-1	CAV1
ENSGALG00000003500	17	7036633	7041507	-1	
ENSGALG00000047265	28	2872042	2891890	-1	
ENSGALG00000038971	2	126377895	126392868	-1	CFAP418
ENSGALG00000004002	23	5733966	5739642	1	LYPLA2
ENSGALG00000029429	13	15872416	15893088	-1	TGFBI
ENSGALG00000038219	33	6301741	6305520	-1	NAA40
ENSGALG00000034216	11	11442872	11451819	1	TK2
ENSGALG00000049101	5	488788	489264	-1	
ENSGALG00000026923	15	3333428	3333604	-1	
ENSGALG00000048658	1	25186361	25189414	-1	
ENSGALG00000019987	3	48355508	48368306	-1	LRP11
ENSGALG00000052375	4	57098783	57108321	1	
ENSGALG00000033781	5	488088	490498	1	FEN1
ENSGALG00000005768	9	5289877	5299258	-1	ETV5
ENSGALG00000006691	12	11881167	11884058	1	ARPC4
ENSGALG00000034297	19	7778745	7786908	-1	TBX2
ENSGALG00000036500	27	7058342	7063125	1	
ENSGALG00000047988	17	7024057	7027504	-1	
ENSGALG00000044985	28	2865118	2871277	1	
ENSGALG00000012263	5	57822583	57844116	-1	NEMF
ENSGALG00000004302	7	6553073	6593641	-1	NDUFA10
ENSGALG00000021736	4	57085215	57085287	1	gga-mir-367
ENSGALG00000021776	4	57085079	57085147	1	gga-mir-302d
ENSGALG00000001801	Z	68726465	68758615	1	IFT74
ENSGALG00000006688	12	11878342	11881077	-1	TADA3
ENSGALG00000003986	23	5732085	5733729	1	PITHD1
ENSGALG00000040248	2	126348499	126364242	1	PLEKHF2
ENSGALG00000026328	27	7055145	7056891	-1	MIEN1
ENSGALG00000018326	4	57084744	57084810	1	gga-mir-302a
ENSGALG00000005254	11	11440156	11442802	-1	CKLF
ENSGALG00000025416	4	57084563	57084643	1	gga-mir-1811
ENSGALG00000038688	10	17545577	17715273	-1	ADAMTS17
ENSGALG00000017211	1	186935469	186955206	1	MRE11
ENSGALG00000028030	27	7052795	7052914	1	gga-mir-6547
ENSGALG00000021773	4	57084441	57084505	1	gga-mir-302c
ENSGALG00000029912	12	11875094	11877807	-1	CAMK1
ENSGALG00000003509	17	7014967	7020150	1	SPACA9
ENSGALG00000005285	19	7735478	7759275	-1	TBX4
ENSGALG00000021771	4	57084179	57084250	1	gga-mir-302b
ENSGALG00000008937	3	9563168	9592601	1	PPP1R21
ENSGALG00000006309	13	15805507	15833180	-1	SMAD5
ENSGALG00000035194	22	437194	453936	-1	ARHGAP25
ENSGALG00000038292	5	485844	487737	-1	TMEM258
ENSGALG00000053881	KZ626839.1	615364	652790	-1	
ENSGALG00000007092	10	17521159	17533004	-1	LYSMD4
ENSGALG00000012783	1	55597280	55669104	-1	MYBPC1
ENSGALG00000040366	2	126322389	126339724	1	NDUFAF6
ENSGALG00000038229	33	6294936	6301279	-1	OTUB1
ENSGALG00000025206	10	17518771	17518863	1	gga-mir-1737
ENSGALG00000048430	KZ626839.1	545825	559107	-1	
ENSGALG00000000120	22	421956	427810	1	BMP10
ENSGALG00000007992	18	10698969	10717873	-1	GGA3
ENSGALG00000041253	5	446077	478889	1	MYRF
ENSGALG00000017210	1	186932532	186935320	-1	ANKRD49
ENSGALG00000010925	2	30895603	30933262	-1	FAM126A
ENSGALG00000006651	12	11872813	11874795	1	OGG1
ENSGALG00000026055	28	2849820	2864572	1	PALM
ENSGALG00000046811	33	6279785	6287371	-1	STIP1
ENSGALG00000054258	1	186929092	186931852	-1	
ENSGALG00000032366	10	17440756	17515525	1	MEF2A
ENSGALG00000014798	Z	21970233	22007388	1	SERINC5
ENSGALG00000012579	7	36554034	36661657	-1	BAZ2B
ENSGALG00000040923	17	6951416	7014742	-1	
ENSGALG00000022718	1	186918010	186919080	-1	FUT4
ENSGALG00000032219	KZ626839.1	490691	511711	-1	FUS
ENSGALG00000036883	1	25059910	25147690	-1	MET
ENSGALG00000017208	1	186814876	186872104	-1	AMOTL1
ENSGALG00000035762	28	2847048	2850872	-1	
ENSGALG00000031016	17	6935885	6942642	1	GTF3C4
ENSGALG00000039187	22	405357	409427	1	GKN2
ENSGALG00000001782	Z	68709133	68726436	-1	PLAA
ENSGALG00000034625	23	5719446	5731936	1	TCEB3
ENSGALG00000036492	5	404784	434339	1	DAGLA
ENSGALG00000031529	27	7047943	7055207	1	ERBB2
ENSGALG00000012388	3	48319824	48353937	1	PCMT1
ENSGALG00000041353	2	126295052	126306005	-1	TP53INP1
ENSGALG00000054402	KZ626839.1	361032	374943	1	
ENSGALG00000015258	1	85657472	85699919	1	DCBLD2
ENSGALG00000051612	KZ626839.1	198508	201443	1	
ENSGALG00000029617	6	25087347	25127305	-1	COL17A1
ENSGALG00000025204	2	30881249	30881336	1	
ENSGALG00000043139	5	351861	366567	-1	SYT7
ENSGALG00000049326	KZ626839.1	184908	194031	1	
ENSGALG00000001765	Z	68690379	68707323	-1	CAAP1
ENSGALG00000042356	28	2836616	2844024	1	FSTL3
ENSGALG00000022030	27	7042112	7045309	-1	PGAP3
ENSGALG00000005772	9	5256404	5276844	1	BOK
ENSGALG00000048236	33	6270021	6279764	-1	
ENSGALG00000030603	22	293081	383689	-1	ANTXR1
ENSGALG00000050696	5	348189	348255	1	gga-mir-12277
ENSGALG00000047833	KZ626839.1	180234	181683	1	MED11
ENSGALG00000039893	Z	68687893	68687967	1	gga-mir-7437
ENSGALG00000029856	2	30874340	30878365	-1	TOMM7
ENSGALG00000053690	27	7039367	7041212	1	PNMT
ENSGALG00000045169	5	346692	347501	1	LRRC10B
ENSGALG00000049559	KZ626839.1	174813	180235	-1	
ENSGALG00000005279	19	7631791	7678745	1	BRIP1
ENSGALG00000028314	Z	67850080	67850166	1	
ENSGALG00000047350	KZ626839.1	150211	152319	-1	
ENSGALG00000052319	KZ626839.1	137683	141290	-1	
ENSGALG00000014790	Z	21927561	21950303	1	CDK7
ENSGALG00000004288	7	6215668	6433721	-1	HDAC4
ENSGALG00000050256	33	6264540	6269561	1	TRPT1
ENSGALG00000012387	3	48305929	48314982	-1	NUP43
ENSGALG00000038495	3	96396186	96484432	1	TAF1B
ENSGALG00000052114	KZ626839.1	130367	136409	-1	
ENSGALG00000015253	1	85383662	85470351	-1	COL8A1
ENSGALG00000014607	27	7018144	7036054	1	STARD3
ENSGALG00000008572	4	16422849	16439800	1	LAMP2
ENSGALG00000000424	11	11429328	11442605	-1	CMTM3
ENSGALG00000051652	33	6260436	6264299	1	
ENSGALG00000012386	3	48286539	48303618	-1	LATS1
ENSGALG00000008942	3	9524890	9552231	1	FOXN2
ENSGALG00000055105	KZ626839.1	110074	126144	1	
ENSGALG00000040194	33	6255193	6255244	1	
ENSGALG00000054895	33	6237988	6238263	1	
ENSGALG00000005251	11	11391261	11418784	1	CMTM4
ENSGALG00000054600	KZ626839.1	8109	24124	1	
ENSGALG00000036042	33	6232509	6234653	1	
ENSGALG00000040632	5	344653	346341	1	SDHAF2
ENSGALG00000043437	1	25007205	25036960	-1	CAPZA2
ENSGALG00000030378	23	5714104	5718468	1	RPL11
ENSGALG00000053973	33	6207008	6208468	-1	
ENSGALG00000040794	2	126274821	126285443	-1	CCNE2
ENSGALG00000053378	KZ626824.1	15887	17394	1	
ENSGALG00000012048	4	57070604	57098235	-1	LARP7
ENSGALG00000014789	Z	21916343	21924487	1	MRPS36
ENSGALG00000028180	1	24877371	24877508	-1	
ENSGALG00000047565	33	6197194	6222933	1	
ENSGALG00000050580	AADN05001285.1	1941	2059	1	5S_rRNA
ENSGALG00000040962	5	339181	344733	-1	CPSF7
ENSGALG00000004274	7	6157285	6187756	1	TWIST2
ENSGALG00000008559	4	16393709	16414065	1	CUL4B
ENSGALG00000017207	1	186781159	186797999	1	CWC15
ENSGALG00000002536	15	3215557	3505480	1	STX2
ENSGALG00000010915	2	30863310	30866004	1	IL6
ENSGALG00000049232	33	6187895	6195357	1	
ENSGALG00000015799	Z	67625314	67708073	-1	ELAVL2
ENSGALG00000008944	3	9395346	9458482	-1	FBXO11
ENSGALG00000037739	9	5240006	5256309	-1	STK25
ENSGALG00000052217	AADN05001363.1	386	1697	1	
ENSGALG00000004272	7	6003930	6013310	1	ASB1
ENSGALG00000017205	1	186760966	186767598	-1	ENDOD1
ENSGALG00000046594	AADN05001382.1	3023	3358	1	
ENSGALG00000044406	27	7014942	7018742	1	
ENSGALG00000052298	33	6122575	6131281	-1	
ENSGALG00000033529	12	11855728	11874815	1	BRPF1
ENSGALG00000008957	3	9383316	9394077	1	MSH6
ENSGALG00000008318	6	25039313	25083389	1	SLK
ENSGALG00000039648	5	335480	337897	1	
ENSGALG00000039633	27	7002801	7003871	-1	NEUROD2
ENSGALG00000020523	Z	67319346	67323518	1	TOPORS
ENSGALG00000051284	AADN05001382.1	2934	7017	1	
ENSGALG00000017204	1	186709569	186747771	1	SESN3
ENSGALG00000008960	3	9310529	9323708	-1	KCNK12
ENSGALG00000053196	33	6060827	6082920	-1	
ENSGALG00000001731	27	6965457	6987194	1	CDK12
ENSGALG00000008962	3	9267920	9295874	1	MSH2
ENSGALG00000004236	7	5942946	5979718	1	TRAF3IP1
ENSGALG00000012244	5	57810249	57822314	1	KLHDC2
ENSGALG00000007974	18	10686425	10698638	1	NUP85
ENSGALG00000002487	15	3081466	3120971	-1	SFSWAP
ENSGALG00000049272	33	6056546	6060806	-1	
ENSGALG00000005788	9	5174155	5238789	1	FARP2
ENSGALG00000008517	4	16384954	16392362	-1	MCTS1
ENSGALG00000048198	AADN05001368.1	3490	4684	1	
ENSGALG00000015754	Z	67290504	67291211	-1	
ENSGALG00000017202	1	186558472	186567752	1	FAM76B
ENSGALG00000001708	27	6951028	6964451	-1	MED1
ENSGALG00000003936	23	5709280	5713960	-1	PPT1
ENSGALG00000008513	4	16382396	16384100	1	C1GALT1C1
ENSGALG00000031942	9	5151263	5151304	1	
ENSGALG00000017201	1	186545459	186558375	-1	CEP57
ENSGALG00000002461	15	3014915	3017600	-1	
ENSGALG00000012378	3	48262834	48281305	-1	KATNA1
ENSGALG00000037955	2	126250048	126274919	1	INTS8
ENSGALG00000014788	Z	21910292	21917147	1	CENPH
ENSGALG00000005269	19	7615239	7630260	1	INTS2
ENSGALG00000016433	3	96266562	96292983	-1	YWHAQ
ENSGALG00000049840	4	16055630	16056673	-1	
ENSGALG00000036294	23	5701544	5708612	1	CAP1
ENSGALG00000054575	AADN05001368.1	21	544	-1	
ENSGALG00000007971	18	10674173	10680838	-1	SUMO2
ENSGALG00000048593	4	15916700	15916754	-1	
ENSGALG00000035699	2	78272433	78316254	-1	MARCHF6
ENSGALG00000053277	AADN05001400.1	20934	22684	-1	
ENSGALG00000005809	9	5151187	5166192	1	SEPTIN2
ENSGALG00000035365	33	6047356	6051680	1	
ENSGALG00000041473	17	6893819	6935800	-1	DDX31
ENSGALG00000047079	4	15758546	15758627	-1	
ENSGALG00000036391	22	254899	283905	1	GFPT1
ENSGALG00000007961	18	10653105	10655190	1	ARMC7
ENSGALG00000034024	2	30628323	30744614	-1	RAPGEF5
ENSGALG00000043217	17	6883357	6889065	1	BARHL1
ENSGALG00000049916	AADN05001400.1	9482	10671	1	
ENSGALG00000029480	5	331424	335364	1	TMEM138
ENSGALG00000049325	AADN05001400.1	5322	6516	-1	
ENSGALG00000001682	27	6930419	6950589	-1	FBXL20
ENSGALG00000006601	12	11824873	11855648	1	MTMR14
ENSGALG00000042948	28	2819899	2829312	-1	RNF126
ENSGALG00000054773	AADN05001224.1	14501	14578	-1	gga-mir-7478
ENSGALG00000002403	15	2927966	2996889	-1	ULK1
ENSGALG00000003545	17	6827636	6880154	1	CFAP77
ENSGALG00000050630	AADN05001333.1	21	2067	-1	
ENSGALG00000003879	23	5688384	5696791	1	MFSD2A
ENSGALG00000008969	3	9260060	9446795	1	EPCAM
ENSGALG00000004228	7	5903680	5932487	1	USP40
ENSGALG00000049412	AADN05001543.1	5872	6075	1	
ENSGALG00000048164	12	11818936	11825943	-1	LHFPL4
ENSGALG00000012769	1	55571461	55590991	-1	CHPT1
ENSGALG00000024047	23	5680673	5684455	-1	MYCL
ENSGALG00000005241	11	11352669	11379958	1	DYNC1LI2
ENSGALG00000002354	15	2918623	2923298	-1	PUS1
ENSGALG00000012370	3	48242278	48258995	1	GINM1
ENSGALG00000044780	7	5880481	5891470	-1	
ENSGALG00000041822	28	2814162	2817295	1	FGF22
ENSGALG00000027242	17	6819414	6827457	-1	TTF1
ENSGALG00000046785	AADN05001331.1	911	14981	1	
ENSGALG00000049607	AADN05001187.1	31901	33772	-1	
ENSGALG00000053711	11	11336365	11336460	1	gga-mir-1634-2
ENSGALG00000012241	5	57783095	57811038	1	KLHDC1
ENSGALG00000052141	AADN05001207.1	1782	4034	1	
ENSGALG00000001377	28	2799499	2814078	-1	POLRMT
ENSGALG00000004196	7	5831611	5843614	-1	UGT1A1
ENSGALG00000005230	19	7564936	7611409	1	MED13
ENSGALG00000043200	AADN05001488.1	3100	3209	1	gga-mir-6606
ENSGALG00000050627	KZ626838.1	1756805	1758508	1	
ENSGALG00000035978	2	30557467	30567159	-1	CDCA7L
ENSGALG00000049343	KZ626838.1	1607024	1608529	1	
ENSGALG00000001342	28	2785948	2797635	1	HCN2
ENSGALG00000008939	8	19243036	19264136	1	FUBP1
ENSGALG00000049663	KZ626838.1	1593664	1595169	1	
ENSGALG00000025582	2	30551289	30551411	1	U5
ENSGALG00000004140	7	5812663	5825176	1	SH3BP4
ENSGALG00000054945	KZ626838.1	1540711	1541790	1	
ENSGALG00000050468	KZ626838.1	1280862	1282907	-1	
ENSGALG00000007057	10	17343951	17393080	1	LRRC28
ENSGALG00000012766	1	55560638	55572432	1	
ENSGALG00000003661	17	6788839	6816609	-1	SETX
ENSGALG00000013006	2	78263682	78272601	-1	ROPN1L
ENSGALG00000053425	KZ626838.1	1213239	1224499	1	
ENSGALG00000007965	18	10646850	10667777	-1	HN1
ENSGALG00000001658	27	6926456	6929003	1	RPL19
ENSGALG00000052743	7	5748285	5750646	-1	ARL4C
ENSGALG00000006571	12	11778259	11816939	1	SETD5
ENSGALG00000003851	23	5664869	5678872	-1	TRIT1
ENSGALG00000003677	17	6746034	6781803	1	NTNG2
ENSGALG00000012763	1	55519674	55560047	1	GNPTAB
