Chicken_geneSymbol		Chicken_chromosome	Gene start (bp)	Gene end (bp)	Chicken_gene_name	Quail_geneSymbol	Quail_geneName	Quail_Chromosome	Japanese quail homology type	"Japanese quail orthology confidence [0 low, 1 high]"
ENSGALG00000011596		7	25353898	25421281	PTPN4	ENSCJPG00005012941	PTPN4	7	ortholog_one2one	1
ENSGALG00000003979		19	5957276	5967069	NEK8	ENSCJPG00005011648	NEK8	19	ortholog_one2one	1
ENSGALG00000031440		23	2911566	3132209	PTPRU	ENSCJPG00005016343	PTPRU	23	ortholog_one2one	1
ENSGALG00000003753		11	6153713	6171640	CYLD	ENSCJPG00005014348	CYLD	11	ortholog_one2one	1
ENSGALG00000005610		8	13840231	13932290	SLC44A3	ENSCJPG00005000427	SLC44A3	8	ortholog_one2one	1
ENSGALG00000025616		1	119430992	119431122		ENSCJPG00005017312		1	ortholog_one2one	1
ENSGALG00000008306		1	12915252	12921296	FGL2	ENSCJPG00005005310	FGL2	1	ortholog_one2one	1
ENSGALG00000014526		1	77940005	77943711	TPI1	ENSCJPG00005016756	TPI1	1	ortholog_one2one	1
ENSGALG00000004687		12	3743099	3861939	CENPP	ENSCJPG00005012243	CENPP	12	ortholog_one2one	1
ENSGALG00000015623		4	81930559	81966939	HGFAC	ENSCJPG00005018570	HGFAC	4	ortholog_one2one	1
ENSGALG00000006964		14	9033722	9043723	SDR42E2	ENSCJPG00005015525	SDR42E2	14	ortholog_one2one	1
ENSGALG00000016176		3	83255916	83705954	ADGRB3	ENSCJPG00005007163	ADGRB3	3	ortholog_one2one	1
ENSGALG00000016318		1	119466920	119508528	PCYT1B	ENSCJPG00005017302	PCYT1B	1	ortholog_one2one	1
ENSGALG00000008301		1	12932861	12973755	FAM185A	ENSCJPG00005005312	FAM185A	1	ortholog_one2one	1
ENSGALG00000000377		28	604711	629778	HNRNPM	ENSCJPG00005006060	HNRNPM	28	ortholog_one2one	1
ENSGALG00000027949		2	115276962	115277040		ENSCJPG00005011670		2	ortholog_one2one	1
ENSGALG00000028316		2	115277568	115277646		ENSCJPG00005011671		2	ortholog_one2one	1
ENSGALG00000003733		Z	12007437	12057034	LIFR	ENSCJPG00005007224	LIFR	Z	ortholog_one2one	1
ENSGALG00000004695		12	3762272	3778378	ECM2	ENSCJPG00005012244	ECM2	12	ortholog_one2one	1
ENSGALG00000017075		1	175943342	176107764	FRY	ENSCJPG00005020415	FRY	1	ortholog_one2one	1
ENSGALG00000010561		3	32119832	32134369	GPATCH11	ENSCJPG00005012149	GPATCH11	3	ortholog_one2one	1
ENSGALG00000006982		14	9045104	9069244	EEF2K	ENSCJPG00005015537	EEF2K	14	ortholog_one2one	1
ENSGALG00000041939		19	5978442	5985142	FAM222B	ENSCJPG00005011659	FAM222B	19	ortholog_one2one	1
ENSGALG00000011605		7	25427554	25471015	EPB41L5	ENSCJPG00005012940	EPB41L5	7	ortholog_one2one	1
ENSGALG00000040355		2	115280942	115286441	TCF24	ENSCJPG00005011672	TCF24	2	ortholog_one2one	1
ENSGALG00000011664		4	50876758	50893943	RASSF6	ENSCJPG00005001709	RASSF6	4	ortholog_one2one	1
ENSGALG00000011138		5	48197831	48210529	CCNK	ENSCJPG00005002542	CCNK	5	ortholog_one2one	1
ENSGALG00000007928		2	17920466	18034491	MLLT10	ENSCJPG00005004074	MLLT10	2	ortholog_one2one	1
ENSGALG00000042894		27	5403407	5407823	SLC25A39	ENSCJPG00005019303	SLC25A39	27	ortholog_one2one	1
ENSGALG00000004722		12	3792114	3806886	ASPN	ENSCJPG00005012245	ASPN	12	ortholog_one2one	1
ENSGALG00000011668		4	50925077	50928369	IL8L1	ENSCJPG00005001712		4	ortholog_one2one	1
ENSGALG00000008298		1	13007015	13024134	LRRC17	ENSCJPG00005005342	LRRC17	1	ortholog_one2one	1
ENSGALG00000034424		2	115289879	115308471	PPP1R42	ENSCJPG00005011674	PPP1R42	2	ortholog_one2one	1
ENSGALG00000003995		19	6005974	6009998	ERAL1	ENSCJPG00005011660	ERAL1	19	ortholog_one2one	1
ENSGALG00000015628		4	82077210	82093294	MSANTD1	ENSCJPG00005018622	MSANTD1	4	ortholog_one2one	1
ENSGALG00000007008		14	9078715	9099106	POLR3E	ENSCJPG00005015637	POLR3E	14	ortholog_one2one	1
ENSGALG00000026080		12	3823378	3827933	OMD	ENSCJPG00005012246	OMD	12	ortholog_one2one	1
ENSGALG00000016323		1	119517283	119567431	PDK3	ENSCJPG00005017269	PDK3	1	ortholog_one2one	1
ENSGALG00000026098		4	50937659	50940883	IL8	ENSCJPG00005001715		4	ortholog_one2one	1
ENSGALG00000005422		6	17280775	17317773	PDLIM1	ENSCJPG00005017250	PDLIM1	6	ortholog_one2one	1
ENSGALG00000043468		1	77945286	77949479	LRRC23	ENSCJPG00005016757	LRRC23	1	ortholog_one2one	1
ENSGALG00000010571		3	32136492	32187614	HEATR5B	ENSCJPG00005012153	HEATR5B	3	ortholog_one2one	1
ENSGALG00000038374		11	6176432	6187342	SNX20	ENSCJPG00005014349	SNX20	11	ortholog_one2one	1
ENSGALG00000026736		12	3834014	3844075	OGN	ENSCJPG00005012247	OGN	12	ortholog_one2one	1
ENSGALG00000030843		2	115315596	115326952	COPS5	ENSCJPG00005011675	COPS5	2	ortholog_one2one	1
ENSGALG00000011139		5	48214228	48312719	CCDC85C	ENSCJPG00005002543	CCDC85C	5	ortholog_one2one	1
ENSGALG00000005619		8	13932222	13939362	F3	ENSCJPG00005000713	F3	8	ortholog_one2one	1
ENSGALG00000025743		14	9101306	9114177	CDR2	ENSCJPG00005015659	CDR2	14	ortholog_one2one	1
ENSGALG00000036286		5	48336527	48353084		ENSCJPG00005002544		5	ortholog_one2one	1
ENSGALG00000028621		2	18077117	18077236	5S_rRNA	ENSCJPG00005004089	5S_rRNA	2	ortholog_one2one	1
ENSGALG00000037504		3	190028	207682	CFAP36	ENSCJPG00005000800	CFAP36	3	ortholog_one2one	1
ENSGALG00000014528		1	77952924	77962832	ENO2	ENSCJPG00005016758	ENO2	1	ortholog_one2one	1
ENSGALG00000007030		14	9114379	9129367		ENSCJPG00005015660		14	ortholog_one2one	1
ENSGALG00000015635		4	82134637	82208291	HTT	ENSCJPG00005018632	HTT	4	ortholog_one2one	1
ENSGALG00000000430		28	659800	694959	SPPL2C	ENSCJPG00005006065	SPPL2B	28	ortholog_one2one	1
ENSGALG00000015391		Z	53860971	53914442		ENSCJPG00005012369	KCMF1	Z	ortholog_one2one	1
ENSGALG00000026493		7	25506759	25546558	RALB	ENSCJPG00005012939	RALB	7	ortholog_one2one	1
ENSGALG00000007044		14	9132050	9150359	METTL9	ENSCJPG00005015662	METTL9	14	ortholog_one2one	1
ENSGALG00000037769		2	18124237	18368109	NEBL	ENSCJPG00005004092		2	ortholog_one2one	1
ENSGALG00000026518		27	5408265	5414247	RUNDC3A	ENSCJPG00005019304	RUNDC3A	27	ortholog_one2one	1
ENSGALG00000011162		5	48358544	48373872	CYP46A1	ENSCJPG00005002546	CYP46A1	5	ortholog_one2one	1
ENSGALG00000003767		11	6241053	6411630	NKD1	ENSCJPG00005014352	NKD1	11	ortholog_one2one	1
ENSGALG00000005647		8	13947647	13974017	ABCD3	ENSCJPG00005000760	ABCD3	8	ortholog_one2one	1
ENSGALG00000021791		19	6010829	6010913	gga-mir-144	ENSCJPG00005011661	MIR144	19	ortholog_one2one	1
ENSGALG00000010580		3	32190707	32247840	STRN	ENSCJPG00005013041	STRN	3	ortholog_one2one	1
ENSGALG00000015397		Z	53927813	53937732	FNTA	ENSCJPG00005012370	FNTA	Z	ortholog_one2one	1
ENSGALG00000008288		1	13055479	13063032	ARMC10	ENSCJPG00005005348	ARMC10	1	ortholog_one2one	1
ENSGALG00000031216		19	6012904	6026800	FLOT2	ENSCJPG00005011662	FLOT2	19	ortholog_one2one	1
ENSGALG00000007059		14	9142666	9148845	IGSF6	ENSCJPG00005015663	IGSF6	14	ortholog_one2one	1
ENSGALG00000028770		7	25563774	25568147	INHBB	ENSCJPG00005012938	INHBB	7	ortholog_one2one	1
ENSGALG00000015399		Z	53942652	53953359	FUT10	ENSCJPG00005012371	FUT10	Z	ortholog_one2one	1
ENSGALG00000008285		1	13065354	13085319	NAPEPLD	ENSCJPG00005005352	NAPEPLD	1	ortholog_one2one	1
ENSGALG00000031565		2	18282264	18339795	NEBL	ENSCJPG00005004095	NEBL	2	ortholog_one2one	1
ENSGALG00000010583		3	32259901	32302354	VIT	ENSCJPG00005013265	VIT	3	ortholog_one2one	1
ENSGALG00000039978		27	5419090	5434440	SLC4A1	ENSCJPG00005019306	SLC4A1	27	ortholog_one2one	1
ENSGALG00000003786		11	6508615	6522917	BRD7	ENSCJPG00005014353	BRD7	11	ortholog_one2one	1
ENSGALG00000011680		4	51053219	51252071	EPHA5	ENSCJPG00005001728	EPHA5	4	ortholog_one2one	1
ENSGALG00000000458		28	710915	722418	TMPRSS9	ENSCJPG00005006072	TMPRSS9	28	ortholog_one2one	1
ENSGALG00000005451		6	17320779	17341233	HELLS	ENSCJPG00005017251	HELLS	6	ortholog_one2one	1
ENSGALG00000030810		3	209984	233725		ENSCJPG00005016787		3	ortholog_one2one	1
ENSGALG00000016326		1	119590936	119599200		ENSCJPG00005017268		1	ortholog_one2one	1
ENSGALG00000035217		3	84814802	84870232		ENSCJPG00005007286		3	ortholog_one2one	1
ENSGALG00000015422		Z	54043441	54141518	NRG1	ENSCJPG00005012373	NRG1	Z	ortholog_one2one	1
ENSGALG00000008280		1	13106457	13115404	PMPCB	ENSCJPG00005005354	PMPCB	1	ortholog_one2one	1
ENSGALG00000004813		12	3912103	4026538	IARS1	ENSCJPG00005012250	IARS1	12	ortholog_one2one	1
ENSGALG00000034610		2	115379044	115463018	ARFGEF1	ENSCJPG00005011677	ARFGEF1	2	ortholog_one2one	1
ENSGALG00000011166		5	48376335	48382152		ENSCJPG00005002549		5	ortholog_one2one	1
ENSGALG00000028937		28	723124	723863	TIMM13	ENSCJPG00005006075	TIMM13	28	ortholog_one2one	1
ENSGALG00000005683		8	13997576	14048208	ARHGAP29	ENSCJPG00005004217	ARHGAP29	8	ortholog_one2one	1
ENSGALG00000011630		7	25779538	25958144	GLI2	ENSCJPG00005012936		7	ortholog_one2one	1
ENSGALG00000042976		27	5440998	5453609	UBTF	ENSCJPG00005019307		27	ortholog_one2one	1
ENSGALG00000007956		2	18525903	18759573	PLXDC2	ENSCJPG00005004100	PLXDC2	2	ortholog_one2one	1
ENSGALG00000003775		Z	12187279	12262599	RICTOR	ENSCJPG00005007227	RICTOR	Z	ortholog_one2one	1
ENSGALG00000029721		23	3348448	3349790	C1orf232	ENSCJPG00005016346	C1orf232	23	ortholog_one2one	1
ENSGALG00000015645		4	82215228	82245582	GRK4	ENSCJPG00005019106	GRK4	4	ortholog_one2one	1
ENSGALG00000010594		3	32364422	32389936	FEZ2	ENSCJPG00005013266	FEZ2	3	ortholog_one2one	1
ENSGALG00000039735		5	48411424	48530200	EML1	ENSCJPG00005002552	EML1	5	ortholog_one2one	1
ENSGALG00000046085		23	3350436	3351473	FAM110D	ENSCJPG00005016347	FAM110D	23	ortholog_one2one	1
ENSGALG00000041918		2	115482232	115569184	CPA6	ENSCJPG00005011678	CPA6	2	ortholog_one2one	1
ENSGALG00000000470		28	729616	757180	LMNA	ENSCJPG00005006076	LMNB2	28	ortholog_one2one	1
ENSGALG00000003837		11	6526571	6580958	ADCY7	ENSCJPG00005014354	ADCY7	11	ortholog_one2one	1
ENSGALG00000001463		23	3357695	3366101	PDIK1L	ENSCJPG00005016348	PDIK1L	23	ortholog_one2one	1
ENSGALG00000016327		1	119617268	119631662		ENSCJPG00005017267		1	ortholog_one2one	1
ENSGALG00000015425		Z	54612204	54628981	LPL	ENSCJPG00005012375	LPL	Z	ortholog_one2one	1
ENSGALG00000030899		27	5455014	5459571	ATXN7L3	ENSCJPG00005019309	ATXN7L3	27	ortholog_one2one	1
ENSGALG00000032640		3	32394497	32555854	CRIM1	ENSCJPG00005013267	CRIM1	3	ortholog_one2one	1
ENSGALG00000014555		1	77991895	77993033	C1H12ORF57	ENSCJPG00005016761	C12orf57	1	ortholog_one2one	1
ENSGALG00000031368		19	6029890	6058016	PHF12	ENSCJPG00005011880	PHF12	19	ortholog_one2one	1
ENSGALG00000008249		1	13115336	13132568	DNAJC2	ENSCJPG00005005360	DNAJC2	1	ortholog_one2one	1
ENSGALG00000042354		2	115620395	115787873	PREX2	ENSCJPG00005011680	PREX2	2	ortholog_one2one	1
ENSGALG00000043545		3	234360	253444	PNPT1	ENSCJPG00005016570	PNPT1	3	ortholog_one2one	1
ENSGALG00000054002		27	5460672	5464686	G6PC3	ENSCJPG00005019312	G6PC3	27	ortholog_one2one	1
ENSGALG00000016340		1	119652008	119666014	EIF2S3	ENSCJPG00005017265		1	ortholog_one2one	1
ENSGALG00000008498		2	18779714	18995157	MALRD1	ENSCJPG00005004109	MALRD1	2	ortholog_one2one	1
ENSGALG00000003792		Z	12272880	12313334	FYB	ENSCJPG00005007860	FYB1	Z	ortholog_one2one	1
ENSGALG00000026431		19	6058425	6064415	SEZ6	ENSCJPG00005011894	SEZ6	19	ortholog_one2one	1
ENSGALG00000015649		4	82245802	82267166	NOP14	ENSCJPG00005019107	NOP14	4	ortholog_one2one	1
ENSGALG00000034107		23	3365953	3371497	TRIM63	ENSCJPG00005016349	TRIM63	23	ortholog_one2one	1
ENSGALG00000031851		11	6592615	6627442	TENT4B	ENSCJPG00005014355	TENT4B	11	ortholog_one2one	1
ENSGALG00000040793		14	9192165	9204073	KDELR2	ENSCJPG00005015665	KDELR2	14	ortholog_one2one	1
ENSGALG00000040492		28	774504	790392	LONP1	ENSCJPG00005006078	LONP1	28	ortholog_one2one	1
ENSGALG00000014561		1	77994636	78014698	PTPN6	ENSCJPG00005016762	PTPN6	1	ortholog_one2one	1
ENSGALG00000026392		19	6073342	6076209	PIPOX	ENSCJPG00005011994	PIPOX	19	ortholog_one2one	1
ENSGALG00000034561		2	115821712	115984273	C8orf34	ENSCJPG00005011681	C8orf34	2	ortholog_one2one	1
ENSGALG00000008236		1	13132814	13140156	PSMC2	ENSCJPG00005005450	PSMC2	1	ortholog_one2one	1
ENSGALG00000025675		12	3915211	3915345	SNORA84	ENSCJPG00005012249	SNORA84	12	ortholog_one2one	1
ENSGALG00000037901		3	269054	321343	EFEMP1	ENSCJPG00005016569	EFEMP1	3	ortholog_one2one	1
ENSGALG00000041613		11	6633285	6652274	HEATR3	ENSCJPG00005014356	HEATR3	11	ortholog_one2one	1
ENSGALG00000054564		1	119665840	119689160	KLHL15	ENSCJPG00005017264	KLHL15	1	ortholog_one2one	1
ENSGALG00000005752		8	14062866	14135100	ABCA4	ENSCJPG00005004231	ABCA4	8	ortholog_one2one	1
ENSGALG00000000558		28	792585	812847	SLC1A6	ENSCJPG00005006091	SLC1A6	28	ortholog_one2one	1
ENSGALG00000010375		23	3371952	3373864	SLC30A2	ENSCJPG00005016350	SLC30A2	23	ortholog_one2one	1
ENSGALG00000011209		5	48603440	48669491	EVL	ENSCJPG00005002560	EVL	5	ortholog_one2one	1
ENSGALG00000011635		7	26038309	26066954	TFCP2L1	ENSCJPG00005012935	TFCP2L1	7	ortholog_one2one	1
ENSGALG00000039803		27	5493406	5496254	LSM12	ENSCJPG00005019313	LSM12	27	ortholog_one2one	1
ENSGALG00000027334		Z	54798174	54807391		ENSCJPG00005012485		Z	ortholog_one2one	1
ENSGALG00000016267		3	85591557	85628914	PHF3	ENSCJPG00005007351	PHF3	3	ortholog_one2one	1
ENSGALG00000007119		14	9204871	9217764	DAGLB	ENSCJPG00005015672	DAGLB	14	ortholog_one2one	1
ENSGALG00000037915		3	345220	345325	gga-mir-216a	ENSCJPG00005016568	MIR216A	3	ortholog_one2one	1
ENSGALG00000046375		3	33608615	33615843	SULT6B1	ENSCJPG00005013292	SULT6B1	3	ortholog_one2one	1
ENSGALG00000043148		27	5497391	5499583	TMEM101	ENSCJPG00005019314	TMEM101	27	ortholog_one2one	1
ENSGALG00000030908		12	4161222	4410601		ENSCJPG00005012303		12	ortholog_one2one	1
ENSGALG00000015652		4	82270627	82295317		ENSCJPG00005019166		4	ortholog_one2one	1
ENSGALG00000043080		3	414617	476460	CCDC85A	ENSCJPG00005016565	CCDC85A	3	ortholog_one2one	1
ENSGALG00000017076		1	176284287	176314671	B3GLCT	ENSCJPG00005020417	B3GLCT	1	ortholog_one2one	1
ENSGALG00000011213		5	48671881	48687922	DEGS2	ENSCJPG00005002565	DEGS2	5	ortholog_one2one	1
ENSGALG00000040335		3	33619522	33634859	CEBPZ	ENSCJPG00005013295	CEBPZ	3	ortholog_one2one	1
ENSGALG00000029793		11	6651537	6657394	CNEP1R1	ENSCJPG00005014357	CNEP1R1	11	ortholog_one2one	1
ENSGALG00000017388		5	48699995	48722973	YY2	ENSCJPG00005002566	YY1	5	ortholog_one2one	1
ENSGALG00000007130		14	9219673	9232032	RAC1	ENSCJPG00005015901	RAC1	14	ortholog_one2one	1
ENSGALG00000043829		23	3374678	3380844		ENSCJPG00005016351		23	ortholog_one2one	1
ENSGALG00000016345		1	119704493	119736164	APOO	ENSCJPG00005017263	APOO	1	ortholog_one2one	1
ENSGALG00000005776		8	14137372	14149521		ENSCJPG00005008143		8	ortholog_one2one	1
ENSGALG00000015433		Z	54811100	54902450	ABCA1	ENSCJPG00005012486	ABCA1	Z	ortholog_one2one	1
ENSGALG00000011645		7	26082412	26225483	CLASP1	ENSCJPG00005002113	CLASP1	7	ortholog_one2one	1
ENSGALG00000007133		14	9239445	9241210		ENSCJPG00005015903		14	ortholog_one2one	1
ENSGALG00000039553		2	116289225	116346778	SULF1	ENSCJPG00005011686	SULF1	2	ortholog_one2one	1
ENSGALG00000008222		1	13143618	13176986	SLC26A5	ENSCJPG00005005741		1	ortholog_one2one	1
ENSGALG00000032770		3	899574	945193	VRK2	ENSCJPG00005016556	VRK2	3	ortholog_one2one	1
ENSGALG00000016271		3	85646064	85661211	PTP4A1	ENSCJPG00005007366	PTP4A1	3	ortholog_one2one	1
ENSGALG00000011225		5	48749877	48755650	SLC25A47	ENSCJPG00005002571	SLC25A47	5	ortholog_one2one	1
ENSGALG00000000577		28	832528	873641	RANBP3	ENSCJPG00005006096	RANBP3	28	ortholog_one2one	1
ENSGALG00000007149		14	9258448	9306090	CYTH3	ENSCJPG00005015904	CYTH3	14	ortholog_one2one	1
ENSGALG00000011228		5	48761498	48777907	WARS1	ENSCJPG00005002577	WARS1	5	ortholog_one2one	1
ENSGALG00000021658		23	3379579	3385804	PAFAH2	ENSCJPG00005016352	PAFAH2	23	ortholog_one2one	1
ENSGALG00000017077		1	176342901	176364943	HSPH1	ENSCJPG00005020418	HSPH1	1	ortholog_one2one	1
ENSGALG00000010609		3	33634880	33642058	NDUFAF7	ENSCJPG00005013297	NDUFAF7	3	ortholog_one2one	1
ENSGALG00000003891		11	6697537	6892810	ZNF423	ENSCJPG00005014360	ZNF423	11	ortholog_one2one	1
ENSGALG00000004879		12	4459523	4542964	SLC6A11	ENSCJPG00005012307	SLC6A11	12	ortholog_one2one	1
ENSGALG00000005462		6	17391366	17396259	ZP4	ENSCJPG00005017388	ZP4	6	ortholog_one2one	1
ENSGALG00000005782		8	14159785	14264973	GCLM	ENSCJPG00005008147	BCAR3	8	ortholog_one2one	1
ENSGALG00000030022		3	944350	972862	FANCL	ENSCJPG00005016555	FANCL	3	ortholog_one2one	1
ENSGALG00000010612		3	33641807	33686796	PRKD3	ENSCJPG00005013301	PRKD3	3	ortholog_one2one	1
ENSGALG00000014567		1	78015335	78020461	PHB2	ENSCJPG00005016760	PHB2	1	ortholog_one2one	1
ENSGALG00000014824		Z	12839346	12850017	PTGER4	ENSCJPG00005007909	PTGER4	Z	ortholog_one2one	1
ENSGALG00000042664		11	7039119	7041568	CBLN1	ENSCJPG00005014363	CBLN1	11	ortholog_one2one	1
ENSGALG00000016273		3	85729874	85746676	LGSN	ENSCJPG00005007371	LGSN	3	ortholog_one2one	1
ENSGALG00000039741		21	5470172	5483241	TNFRSF8	ENSCJPG00005005010		21	ortholog_one2one	1
ENSGALG00000011684		4	51603053	51612923	STAP1	ENSCJPG00005001757	STAP1	4	ortholog_one2one	1
ENSGALG00000032440		3	33691214	33705352	QPCT	ENSCJPG00005013522	QPCT	3	ortholog_one2one	1
ENSGALG00000003907		11	7288050	7304749	N4BP1	ENSCJPG00005014367	N4BP1	11	ortholog_one2one	1
ENSGALG00000028897		5	48778158	48850687	WDR25	ENSCJPG00005002734	WDR25	5	ortholog_one2one	1
ENSGALG00000004921		12	4639388	4696883	SLC6A1	ENSCJPG00005012319	SLC6A1	12	ortholog_one2one	1
ENSGALG00000044581		21	5494887	5501078	MIIP	ENSCJPG00005005014	MIIP	21	ortholog_one2one	1
ENSGALG00000007155		14	9317253	9318876	RMI2	ENSCJPG00005015927	RMI2	14	ortholog_one2one	1
ENSGALG00000014826		Z	12854252	12891679	TTC33	ENSCJPG00005007920	TTC33	Z	ortholog_one2one	1
ENSGALG00000007158		14	9342202	9344743	SOCS1	ENSCJPG00005015928	SOCS1	14	ortholog_one2one	1
ENSGALG00000008557		2	19078328	19094413	ARL5B	ENSCJPG00005004129	ARL5B	2	ortholog_one2one	1
ENSGALG00000014570		1	78023023	78038708	LPCAT3	ENSCJPG00005016764	LPCAT3	1	ortholog_one2one	1
ENSGALG00000010618		3	33708793	33721721	SLC30A6	ENSCJPG00005013523	SLC30A6	3	ortholog_one2one	1
ENSGALG00000033439		2	116484466	116494659	PRDM14	ENSCJPG00005011691	PRDM14	2	ortholog_one2one	1
ENSGALG00000015664		4	82295739	82352947	ADD1	ENSCJPG00005019167	ADD1	4	ortholog_one2one	1
ENSGALG00000004523		21	5504961	5517404	MFN2	ENSCJPG00005005018	MFN2	21	ortholog_one2one	1
ENSGALG00000025648		7	26201424	26201541		ENSCJPG00005012934		7	ortholog_one2one	1
ENSGALG00000007167		14	9399868	9453186	CLEC16A	ENSCJPG00005015929	CLEC16A	14	ortholog_one2one	1
ENSGALG00000014832		Z	12893076	12913153	PRKAA1	ENSCJPG00005007921	PRKAA1	Z	ortholog_one2one	1
ENSGALG00000026781		1	176416571	176424666	ALOX5AP	ENSCJPG00005020419	ALOX5AP	1	ortholog_one2one	1
ENSGALG00000011650		7	26242390	26246801	NIFK	ENSCJPG00005000944	NIFK	7	ortholog_one2one	1
ENSGALG00000003916		11	7356723	7375225	SIAH1	ENSCJPG00005014369	SIAH1	11	ortholog_one2one	1
ENSGALG00000011762		4	51615757	51647742	UBA6	ENSCJPG00005001773	UBA6	4	ortholog_one2one	1
ENSGALG00000014603		1	78045961	78055022	C1S	ENSCJPG00005016765	C1S	1	ortholog_one2one	1
ENSGALG00000016348		1	119746943	119749754	SAT1	ENSCJPG00005017262	SAT1	1	ortholog_one2one	1
ENSGALG00000040223		3	1064693	1064754	gga-mir-7463	ENSCJPG00005016552		3	ortholog_one2one	1
ENSGALG00000027797		3	1312902	1313004		ENSCJPG00005016551		3	ortholog_one2one	1
ENSGALG00000001475		23	3387729	3398400	STMN1	ENSCJPG00005016353	STMN1	23	ortholog_one2one	1
ENSGALG00000011652		7	26247147	26252585	TSN	ENSCJPG00005000928	TSN	7	ortholog_one2one	1
ENSGALG00000011236		5	48857109	49002559	BEGAIN	ENSCJPG00005002736	BEGAIN	5	ortholog_one2one	1
ENSGALG00000015439		Z	55002761	55066931	SLC44A1	ENSCJPG00005012712	SLC44A1	Z	ortholog_one2one	1
ENSGALG00000028930		3	1688275	1688425		ENSCJPG00005016545		3	ortholog_one2one	1
ENSGALG00000017079		1	176429802	176446180	USPL1	ENSCJPG00005020420	USPL1	1	ortholog_one2one	1
ENSGALG00000036017		2	116504849	116596399	NCOA2	ENSCJPG00005011693	NCOA2	2	ortholog_one2one	1
ENSGALG00000050081		3	1875659	1876234		ENSCJPG00005016542		3	ortholog_one2one	1
ENSGALG00000016276		3	86081964	86389548	KHDRBS2	ENSCJPG00005007414	KHDRBS2	3	ortholog_one2one	1
ENSGALG00000004035		19	6109485	6113457	CRYBA1	ENSCJPG00005012185	CRYBA1	19	ortholog_one2one	1
ENSGALG00000035113		14	9457936	9465166	DEXI	ENSCJPG00005015940	DEXI	14	ortholog_one2one	1
ENSGALG00000014835		Z	12908352	12956390	C7	ENSCJPG00005010975	C7	Z	ortholog_one2one	1
ENSGALG00000004930		12	4781954	4783378	HRH1	ENSCJPG00005012860	HRH1	12	ortholog_one2one	1
ENSGALG00000034048		3	1875922	1931759	BCL11A	ENSCJPG00005016541	BCL11A	3	ortholog_one2one	1
ENSGALG00000014659		1	78058485	78065761	C1R	ENSCJPG00005016766	C1R	1	ortholog_one2one	1
ENSGALG00000010620		3	33727602	33759099	SPAST	ENSCJPG00005013634	SPAST	3	ortholog_one2one	1
ENSGALG00000008564		2	19094513	19114342	NSUN6	ENSCJPG00005004131	NSUN6	2	ortholog_one2one	1
ENSGALG00000004042		19	6121566	6130232	NUFIP2	ENSCJPG00005012186	NUFIP2	19	ortholog_one2one	1
ENSGALG00000004531		21	5515436	5532562	PLOD1	ENSCJPG00005006438	PLOD1	21	ortholog_one2one	1
ENSGALG00000011244		5	49134545	49144769	DLK1	ENSCJPG00005002737	DLK1	5	ortholog_one2one	1
ENSGALG00000007171		14	9474126	9492269		ENSCJPG00005015941		14	ortholog_one2one	1
ENSGALG00000026460		7	26259270	26296906		ENSCJPG00005000921		7	ortholog_one2one	1
ENSGALG00000003942		11	7378128	7417829	LONP2	ENSCJPG00005014370	LONP2	11	ortholog_one2one	1
ENSGALG00000004932		12	4788083	4877625	ATG7	ENSCJPG00005012861	ATG7	12	ortholog_one2one	1
ENSGALG00000007853		3	2015400	2032464	PAPOLG	ENSCJPG00005016294	PAPOLG	3	ortholog_one2one	1
ENSGALG00000005519		6	17425485	17478708	TLL2	ENSCJPG00005017433	TLL2	6	ortholog_one2one	1
ENSGALG00000016351		1	119754033	119774891	ACOT9	ENSCJPG00005017261	ACOT9	1	ortholog_one2one	1
ENSGALG00000015665		4	82359242	82394778	SH3BP2	ENSCJPG00005000067	SH3BP2	4	ortholog_one2one	1
ENSGALG00000042875		1	176457890	176499190	HMGB1	ENSCJPG00005020423		1	ortholog_one2one	1
ENSGALG00000004082		19	6146978	6202471	TAOK1	ENSCJPG00005012187	TAOK1	19	ortholog_one2one	1
ENSGALG00000016278		3	86640619	86724466	PRIM2	ENSCJPG00005007456	PRIM2	3	ortholog_one2one	1
ENSGALG00000015442		Z	55093602	55122344	FSD1L	ENSCJPG00005012714	FSD1L	Z	ortholog_one2one	1
ENSGALG00000014662		1	78070071	78071702	RBP5	ENSCJPG00005016767	RBP5	1	ortholog_one2one	1
ENSGALG00000041112		2	116734716	116749942	TRAM1L1	ENSCJPG00005011695		2	ortholog_one2one	1
ENSGALG00000007216		14	9506852	9516852	TVP23A	ENSCJPG00005015942	TVP23A	14	ortholog_one2one	1
ENSGALG00000014833		Z	12917710	12920908	RPL37	ENSCJPG00005007923	RPL37	Z	ortholog_one2one	1
ENSGALG00000009680		23	3399324	3403325	PAQR7	ENSCJPG00005016354	PAQR7	23	ortholog_one2one	1
